,pro,con
6780,proper work,united healthcare
6781,life balance,no recognition
6782,pay,the backbone
6783,apple,the retail store
6784,high values,the upside
6785,,you
6786,the latest,one
6787,tech training,the thousands
6788,staff,hours
6789,everyone,management
6790,super,the worst
6791,lot,
6792,benefits,there
6793,nice people,no growth
6794,they,no
6795,flexible understanding,you
6796,great communication,the juice
6797,awesome training modules,management
6798,the teams,the worst
6799,the feeling,
6800,community,there
6801,good benefits,no growth
6802,pay,no
6803,smart people,you
6804,interesting,the juice
6805,problem,management
6806,fun,they
6807,good people,you
6808,any knowledge level,you
6809,employees,retail
6810,great company culture,corporate
6811,remote position,shift bids
6812,imac,advisor roles
6813,work,the money
6814,stipend,favoritism
6815,monthly internet access,movement
6816,opportunities,some people
6817,growth,some people
6818,you,derogatory statements
6819,questions,there
6820,other teams,actions
6821,applecare,management
6822,apple retail,growth opportunities
6823,apple,years
6824,corporate,corporate
6825,benefits,management
6826,day one,some retail teams
6827,benefits,monopoly
6828,wellness,favoritism
6829,matters,skill level
6830,here,the same
6831,good coworkers,pros
6832,benefits,annual
6833,benefits packages,promotion
6834,variety,list
6835,career paths,things
6836,big company,we
6837,lot,you
6838,good work,politics
6839,different challenging assignments,lack
6840,friendly,transparency
6841,coworkers,it
6842,okay discounts,weeks
6843,really good pay,advance
6844,benefits,you
6845,it,weekend
6846,cool,the vision
6847,,the company
6848,guess,management
6849,the,the retail level
6850,people,effectiveness
6851,benefits,work life balance
6852,discounts,you
6853,another store,opportunity
6854,you,open source tools
6855,wonderful products,the work
6856,people,no real growth opportunities
6857,huge aspirations,stagnant salaries
6858,the enterprise,long term employees
6859,benefits,no cons
6860,internal career paths,
6861,decent pay,it
6862,the amount,not really much cons
6863,work,growth
6864,you,service
6865,great benefits,customers
6866,retail job,schedule
6867,fun people,chef
6868,lots,this
6869,positions,the place
6870,the stores,the skills
6871,locations,you
6872,an absolutely great place,chef
6873,an absolutely great place,this
6874,company,the place
6875,the best,the skills
6876,benefits,you
6877,education reimbursement,any
6878,stock,the moment
6879,options,terrible management
6880,health insurance,the people
6881,device discounts,the
6882,friendly atmosphere,no idea
6883,rewarding work,they
6884,opportunities,the retail side
6885,good pay,the business
6886,retail job,it
6887,exciting place,another retail job
6888,execution,all the
6889,benefits,exciting promises
6890,culture,balance
6891,coworkers,it
6892,invigorating work,customers
6893,the smartest,chaos
6894,the planet,you
6895,groundbreaking,the customer
6896,technology,you
6897,great customer,none
6898,service family,days
6899,friendly,weekends
6900,you,sun
6901,apple,they
6902,there,you
6903,good working environment,saturdays
6904,great supervisor,customer satisfaction
6905,work,advance
6906,home,you
6907,equipment,favorite
6908,you,tools
6909,high calibre colleagues,you
6910,ownership,it
6911,no micro management,multiple responsibilities
6912,diverse work opportunities,no increased pay
6913,the company great growth opportunities,compensation
6914,good culture,some managers
6915,coworkers,
6916,fun,work
6917,none,customers
6918,other,you
6919,benefits,the public
6920,so options,the worst place
6921,great environment,engineers
6922,benefits,3rd party contractors
6923,full,indian
6924,you,management
6925,hours,them
6926,school,rude
6927,great company,unprofessional
6928,personal growth,unethical work culture
6929,decent starting pay,senior leadership within
6930,very good,terrible
6931,pay,zero leadership skills
6932,excellent benefits,they
6933,wonderful environment,example
6934,great benefits,there
6935,stock options,no place
6936,competitive salary,engineers
6937,work environment,this group
6938,benifits,rampant politics
6939,stock plan,horrible work culture
6940,work life balance,managers
6941,great company,this group
6942,every kind,nothing
6943,person,no technical
6944,good working conditions,engineering acumen
6945,benefits,no eye
6946,fun,architecture
6947,this place,they
6948,good benefits,engineers
6949,friendly managers,second class citizens
6950,it,these managers
6951,great company,no interest
6952,the culture,career growth
6953,the passing,all they
6954,steve,themselves
6955,great perks,most
6956,rsus,the teams
6957,fun prizes,internal
6958,swag,they
6959,etc,that
6960,awesome job,infrastructure
6961,,development processes
6962,great experience,terrible
6963,work,you
6964,home,anything world
6965,professional development,you
6966,all levels,you
6967,leadership,groups
6968,everything,you
6969,this job,it
6970,pro,apple
6971,some,you
6972,the brightest people,the entire recruitment process
6973,lots,you
6974,benefits,an external candidate
6975,other software companies,whatever reason
6976,great benefits,you
6977,great people,landing
6978,great stores,new position
6979,very,you
6980,supportive management team,extreme retaliation
6981,lots,you
6982,opportunities,you
6983,knowledge,no future left
6984,training,apple
6985,the company,bad reputation
6986,great company,apple
6987,perks,every other group
6988,college student,apple
6989,incredibly benefits,other engineering groups
6990,employee culture,short
6991,great benefits,apple
6992,you,this subtle
6993,only part time good community,not everyone
6994,lot,you
6995,gifts,an engineer
6996,,apple
6997,this part time job,you
6998,apple retail,amazing engineering work
6999,the benefits,you
7000,me,the place
7001,,engineers
7002,solid,this group
7003,,big company
7004,leadership,apple
7005,,dream
7006,something new,dream
7007,every shift,
7008,this,2013
7009,the perspective,
7010,an,pregnancy
7011,cupertino,apple
7012,not,healthcare
7013,home advisors,it
7014,retail,
7015,the skills,it
7016,it,
7017,that point,the age
7018,the people,35
7019,you,this
7020,you,moronic policy
7021,some great people,this
7022,mentor,the day
7023,touch,the amount
7024,you,work
7025,some teams,we
7026,great,compensation
7027,,lot
7028,part,lot
7029,several teams,numbers
7030,this,the recent years
7031,ability,
7032,the company,guess
7033,product,any business
7034,discounts,the engineers
7035,you,the amount
7036,higher salary,work
7037,apple,one person
7038,you,time
7039,the offer right,lots
7040,pads,unwritten rules
7041,you,you
7042,you,lot
7043,apple,questions
7044,mom,very little career
7045,that,opportunities
7046,very cool company,the applecare college position
7047,great team,sometimes lack
7048,the company,clarity
7049,work,management
7050,cad,hiring quality
7051,design better,the company
7052,the future,people
7053,insane benefits,the best way possible
7054,competitive atmosphere,the mission
7055,amazing benefits,the hours
7056,employees,that
7057,work,stressful environment
7058,lot,leadership
7059,diverse people,certain employees
7060,company,pay rate
7061,nice benefits,you
7062,day one,experience
7063,ppo health insurance,the weeks
7064,term life insurance,release
7065,401k,none really
7066,site gym,
7067,good financial offer package,times
7068,,the
7069,thought,no
7070,development,multiple days
7071,leadership,you
7072,environment,an onslaught
7073,the management,nights
7074,room,10 pm
7075,great company,weekends
7076,great benefits,holidays
7077,good company good pay connections,constant
7078,builder career,existing product
7079,dive,tech specialists
7080,subject matter,heavy workloads
7081,good salary,little time
7082,great learning,customers
7083,pretty good pay,no commissions
7084,strong benefits,products
7085,apple,emphasis
7086,great benefits,apple services
7087,very good culture,everything
7088,good pay,product
7089,chill environment,micro
7090,amazing coworkers,apple retail
7091,pay,way
7092,retail standards,work holidays
7093,some flexibility,customers
7094,lot,men
7095,valuable work skills,none
7096,work life balance,
7097,good job,politics
7098,it,middle management
7099,amazing group,work life balance
7100,employees,the store
7101,great benefits,management engagement
7102,benefits,work life balance
7103,stock options,schedules
7104,medical,bad
7105,lovely coworkers,you
7106,great personalities,every three months
7107,great benefits,home
7108,stock options,huge toll
7109,pay,years
7110,fun environment,the isolation
7111,good pay,me
7112,retail,management
7113,great pay,mental health
7114,discounts,employees
7115,health benefits,many deaths
7116,program manager,
7117,the difference,god forbid
7118,you,there
7119,campus,another death
7120,apple store,someone
7121,work,such an inconvenience
7122,home,them
7123,imac,nothing
7124,work,only thing
7125,home,you
7126,imac,part
7127,great benefits,
7128,great coworkers,any cons
7129,the most part,
7130,great,other companies
7131,employees,quarter things
7132,benefits,apple
7133,people,the communication
7134,fast job,management
7135,home,those
7136,full health benifits,you
7137,flexible schedules,reply
7138,career advancement opportunities,them
7139,true feeling,they
7140,part,lot
7141,,advisors
7142,team fun,work
7143,good benefits,life
7144,thanksgiving,balance
7145,christmas breaks,high expectation
7146,addition,pay grade
7147,vacation time,various things
7148,decent pay,too much work
7149,you,times
7150,apple,you
7151,love working,an opening
7152,you,the amp
7153,something new,apple media
7154,variety,products
7155,different people,itunes analytics
7156,the community,data science team
7157,benefits,you
7158,there,
7159,growth opportunities,reporting machine
7160,good money,it
7161,fast paced days,all cost
7162,good benefits,the amp analytics org
7163,happy place,other departments
7164,awesome company,business
7165,coworkers,them
7166,mentorship,it
7167,shift,bunch
7168,great people,white males
7169,great benefits,power
7170,great culture,analytics talents
7171,the benefits,real industry experience
7172,coworkers,team
7173,atmosphere,all the reporting
7174,sense,the company
7175,camaraderie,these guys
7176,colleagues,apple
7177,good,most
7178,pay,they
7179,excellent training,reports
7180,products,data
7181,,analytics insights
7182,enough,they
7183,everyone,query monkeys
7184,there,talents
7185,it,real leadership
7186,cool company,the culture
7187,there,the teams
7188,no doubt,the org
7189,camaraderie,scapegoats
7190,coworkers,they
7191,you,mistakes
7192,lot,white males
7193,apple,managers
7194,services,all the credit
7195,the benefits,there
7196,great product,little opportunity
7197,excellent training,terms
7198,tools,everybody
7199,the job,the org
7200,home,kind
7201,benefits,it
7202,training,they
7203,help,it
7204,bosses,data engineering
7205,you,support
7206,the people,the backlog
7207,other employees,one team
7208,great product,another
7209,good salary,no real roadmap
7210,bonus,frustrated stakeholders
7211,every day,several managers
7212,new challenges,we
7213,you,new managers
7214,other team members,lots
7215,the best customer experience,pressure
7216,big company,difficult customers
7217,they,management
7218,good salaries,time limits
7219,accommodations,appointments
7220,career aspirations,havoc
7221,you,insufficient staffing
7222,some,demand
7223,really great people,many metrics
7224,you,you
7225,some amazing customers,measure
7226,the way,advancement opportunities
7227,the ones,salary
7228,you,lot
7229,some,strange insurance
7230,really great people,benefits
7231,you,
7232,some amazing customers,this
7233,the way,personal experience
7234,the ones,the plan
7235,lots,cover
7236,people,prenatal genetic testing
7237,they,women
7238,comprehensive benefits package,35
7239,bad discount,sense
7240,product,medical plan
7241,awesome benefits pto,an unaffordable
7242,vacations,nipt
7243,sick time,it
7244,every check,most
7245,apple products,women
7246,great opportunity,experience
7247,you,early thirties
7248,most,this logic
7249,management,the management
7250,the staff,small
7251,apple,retail management
7252,an outstanding job training,there
7253,retail employees,no transparency
7254,apple,lingo expectations
7255,you,personality expectations
7256,time,holiday
7257,experiences,not many cons
7258,goals,you
7259,reading materials,retail long
7260,tools,you
7261,learning,the job
7262,more,
7263,ample breaks,
7264,an,some robot
7265,time,the company
7266,great pay,
7267,great benefits,
7268,great,more leave allowance
7269,team,the medical insurance plan
7270,mentality,worthless
7271,high tech facilities,the plan
7272,fancy work environment,united healthcare
7273,great people,the huge costs
7274,,she
7275,the friendliness,younger
7276,good coffee,35
7277,good pay,
7278,this,hard time
7279,great job,those expenses
7280,yourself,the
7281,the,
7282,the older days,
7283,it,the company
7284,everybody,the costs
7285,the same team,she
7286,work,33
7287,home,the time
7288,great benefits,ineligible thanks
7289,great team,clause
7290,cool people,ancient
7291,everyday,extensive travel
7292,informal information,marketing team
7293,the products,you
7294,management,initiative
7295,individuals,wish
7296,feedback,
7297,any personal needs,faster
7298,reason,
7299,you,management team
7300,an impact,access
7301,you,calls
7302,communication,nonstop
7303,amazing support,desk
7304,management,all day
7305,friendly work environment,experience
7306,staff,careless attitude
7307,management,hr team
7308,you,an issue
7309,company,the company
7310,complete benefits,united healthcare
7311,compatible salaries,the
7312,great people,
7313,great store manager,35 years
7314,good benefits coworkers,age
7315,good benefits,that time
7316,good environment,the policy
7317,good company culture,me
7318,good benefits,it
7319,good environment,such expensive tests
7320,good company culture,
7321,great benefits,the hr team
7322,great network,they
7323,discounts,they
7324,new products,it
7325,benefits,the medical insurance policy
7326,culture,the company
7327,senior designer perspective,healthcare
7328,multiple orgs,it
7329,years,the
7330,booster,prenatal genetic test
7331,career validation,women
7332,the status,35
7333,paycheck,all the negative things
7334,you,apple
7335,you,the
7336,apple,special mention
7337,that sort,the policy
7338,thing matters,united healthcare
7339,you,women
7340,the right team,35
7341,there,any retail
7342,awesome people,the hours
7343,great career bootcamp,it
7344,personal development,weekends
7345,,they
7346,structure,ease
7347,it,transfers
7348,hours,different stores
7349,other commitments,the world
7350,culture,it
7351,great benefits,it
7352,great communication,wages
7353,competitive pay,parking
7354,advancement opportunities,retail
7355,company,no free time
7356,great people,more
7357,you,technical expertise
7358,people,management
7359,benefits,internal growth
7360,it,minimal favoritism scheduling
7361,very smart coworkers,retail
7362,impactful projects,management
7363,meaningful work,internal growth
7364,great working environment,minimal favoritism scheduling
7365,okay pay,retail
7366,part time job,you
7367,flexible work schedule,multiple roles
7368,numerous benefits,you
7369,work environment,retail launch season
7370,diversity,lack
7371,dont,upward momentum
7372,what,favorites
7373,else,lack
7374,environment,ability
7375,company,there
7376,great company,high competition
7377,something,this company
7378,the apple culture,retail
7379,it,tough place
7380,great work environment,you
7381,one,it
7382,the best jobs,the focus
7383,,sell
7384,good development,little support
7385,opportunity,the team
7386,great benefits,members
7387,retail job,terms
7388,great benefits,daily management
7389,opportunity,there
7390,growth,high school
7391,great benefits,culture perspective
7392,overall positive work environment,you
7393,great pay,70
7394,great benefits lots,coworkers
7395,resources,ridiculousness
7396,healthy life,management
7397,nice discounts,favorites
7398,culture,you
7399,great pay,culture
7400,great benefits lots,fearless feedback
7401,resources,lack
7402,healthy life,proper training
7403,nice discounts,products
7404,culture,work
7405,great benefits,
7406,excellent people,coworker
7407,abundant resources,the company
7408,company culture,multiple years
7409,you,customer
7410,they,no way
7411,you,any windows software
7412,,mac
7413,great team,full time
7414,,an interview
7415,the norfolk,
7416,va location,it
7417,we,past
7418,great team,me
7419,they,no commission
7420,you,people
7421,development leader,immediate reward
7422,you,it
7423,quarterly reviews,not many cons
7424,you,
7425,benefits,the policies
7426,you,great benefits
7427,groups,retail job
7428,set manager,managment
7429,apple,this location
7430,great friendly staff,they
7431,wide range,favoritism
7432,backgrounds,some people
7433,flexible schedule,those
7434,training,the only ones
7435,great team support,low pay
7436,opportunity,weekend shifts
7437,it,lousy coworkers
7438,fun,angry customers
7439,apple,software
7440,,wise lagging
7441,you,the industry
7442,an it,cost targets
7443,it,these
7444,golden chance,not enough clarity
7445,job,weekend
7446,apple,groups
7447,lots,schedule
7448,independence,full time
7449,the role,open availability
7450,different environment,
7451,exciting projects,weekend days
7452,great benefits,unequal amounts
7453,working,work
7454,some,good workers
7455,the brightest minds,they
7456,great place,more work
7457,good pay,ineffective team members
7458,good pay employee,it
7459,focus leadership,management
7460,great benefits,more problems
7461,ok pay,they
7462,you,retail environment
7463,years,game
7464,fun,favorites
7465,people,you
7466,life,the cake
7467,good benefits,popularity
7468,lively team,talent
7469,product incentives,interviews
7470,great,formalities
7471,good benefits,you
7472,the worst way,the majority
7473,some,the leadership team
7474,the greatest people,you
7475,,you
7476,care,each market
7477,solid pay,it
7478,,roll
7479,apple,the dice
7480,amazing benefits,
7481,stellar support network,three different markets
7482,great discounts,the last one
7483,shifts,numbers
7484,possible tuition reimbursement,you
7485,great benefits,sales
7486,the experience,move
7487,you,it
7488,apple,it
7489,you,bad place
7490,everybody,you
7491,you,you
7492,you,growth potential
7493,apple,feeling
7494,that experience,true contribution
7495,another company,busy
7496,you,busy
7497,it,any other
7498,other companies,you
7499,culture,everything
7500,benefits,everything
7501,people,it
7502,it,something
7503,good retail place,you
7504,the company,it
7505,individuals,you
7506,valuable assets,it
7507,great benefits,exhausting days
7508,incentives,growth opportunities
7509,the door,most corporate jobs
7510,apple,that
7511,benefits,you
7512,coworkers,career
7513,decent pay,scheduling
7514,retail,hours
7515,benefits,training
7516,policies,the go
7517,it,leadership
7518,way,store
7519,there,it
7520,many people,one company
7521,apple,long interview process
7522,phr,sometimes
7523,many ehrs,management
7524,only good,lot
7525,one,favoritism
7526,medicine,long time
7527,they,fulltime
7528,them,lack
7529,,transparency
7530,phr,they
7531,way,privacy
7532,great,they
7533,people,the public
7534,great work,you
7535,great benefits,promotion
7536,solid,all
7537,no shortage,management
7538,customers,management
7539,great benefits,internal disputes
7540,smart teams,constructive feedback
7541,flexible vacation,it
7542,great place,the same
7543,side hustle,this company
7544,it,the well being
7545,you,it
7546,it,retail employees
7547,great,there
7548,an amazing time,lack
7549,lot,growth environment
7550,people,you
7551,sense,positions
7552,community,you
7553,great benefits,there
7554,the ability,no clear path
7555,great work environment,lot
7556,great benefits,it
7557,part time employees,politics
7558,health,you
7559,dental,number
7560,vision benefits,this company
7561,great benefits,the raise
7562,awesome positive coworkers,couple
7563,you,cents
7564,human working,year
7565,apple,very fun
7566,great pay,company
7567,,no work
7568,it,life
7569,work,balance
7570,home,long hours
7571,the schedule,things
7572,very high salary,there
7573,nice people,little visibility outside
7574,great culture,some teams
7575,benefits,resources
7576,exposure,the company
7577,benefits,certain projects
7578,top,executives
7579,the line,tons
7580,no employer,bureaucracy
7581,,you
7582,apple,career
7583,package,here
7584,this place,the lowest levels
7585,team building,promotions
7586,experience,most people
7587,management,meeting deadlines
7588,management,people
7589,pay,they
7590,one,the customer
7591,the most competitive,most meetings
7592,the industry,stuff
7593,schedule flexibility,the door
7594,the benefits,time
7595,home,quality products
7596,promotion possibilities,employee perks
7597,,you
7598,the culture,yourself
7599,this company,the perks
7600,it,apple
7601,creativity,apple
7602,company,parking
7603,the box,
7604,issues,30
7605,working,minutes
7606,home apple,day parking
7607,the equipment,you
7608,apple inc,retail
7609,great company,there
7610,management,the benefits
7611,pay,retail hours
7612,flexible schedules,nights
7613,development,most weekends
7614,competitive,all day customers
7615,pay,the store
7616,team,retail issues
7617,frequent training,customer service
7618,great benefits,lack
7619,both part time,respect
7620,full time,other
7621,great benefits,view
7622,both part time,culture
7623,full time,negative influence
7624,great work experience,one mistake
7625,great pay,persecution approach
7626,flexible hours,those
7627,good management,different opinion
7628,coworkers,the leadership
7629,great employees,no clear path
7630,easy communications,advancement
7631,groups,the company
7632,excellent healthcare plan,great experience
7633,good food,it
7634,cafes,it
7635,but,retail
7636,good salaries,works
7637,the company,that
7638,great flexibility,zero
7639,good pay,management
7640,college student,scheduling
7641,benefits,schedule
7642,great team,retail
7643,fantastic leadership team,most jobs
7644,great,they
7645,excellent training,big
7646,great perks,long time
7647,generous discounts,recruiting
7648,fun environment,hr
7649,great peers,lot
7650,vacation,contractors
7651,time,the quality
7652,the campus,recruiting
7653,wonderful cafe,schedule
7654,special events,low pay
7655,place,nothing
7656,competitive,it
7657,salary,you
7658,excellent benefits,home
7659,wan,there
7660,apple products,bit
7661,everything,cabin fever
7662,months,maybtag
7663,employees,not the
7664,benefits,autonomy
7665,flexible hours,the managers
7666,the people,you
7667,the products,
7668,some,pay
7669,awesome managers,it
7670,great job,the work
7671,new people,the results
7672,work,you
7673,benefits,there
7674,they,an extreme push
7675,benefits,results
7676,part timers,leadership
7677,every year,numbers
7678,you,they
7679,job requirements,an engaging
7680,lots,the retail experience
7681,vacations,chaos
7682,people,good dose
7683,managers,enthusiasm
7684,care,chaos
7685,flexible time,good dose
7686,nice interactions,confusion
7687,different people,it
7688,knowledge backgrounds,you
7689,trains,it
7690,you,the company
7691,excellent benefits,big company
7692,work environment,teams
7693,benefits,work life
7694,tuition reimbursement,balance
7695,gym membership reimbursement,managers
7696,decent pay,pay
7697,work load advancement opportunity,the job
7698,great benefits,you
7699,stock options,they
7700,good people,work
7701,good pay,no one
7702,good benefits,you
7703,great pay,the weekend hours
7704,good benefits,lot
7705,employee discount,politic
7706,time,lot
7707,excellent managers,middle
7708,the team,management
7709,you,they
7710,they,all
7711,me,the same page
7712,full time job,everything
7713,good benefits,infra structure
7714,paced environment,some other big companies
7715,work load,growth
7716,simple product,big companies
7717,the best health,there
7718,care,store management
7719,good benefits,no work life balance
7720,pt,huge
7721,the ability,kind
7722,new positions,lost
7723,the store,retail life
7724,different apple,inconsistent
7725,you,directives
7726,lot,store
7727,people,
7728,social aspect,high volume
7729,the job,customers
7730,lots,meetings
7731,perks,the shifts
7732,high salary,recruiters
7733,apple,they
7734,amazing benefits,you
7735,other jobs,you
7736,college students,they
7737,there,unbalanced compensation
7738,lot,the same teams
7739,opportunity,secrecy
7740,career advancement,very
7741,the company,the company
7742,the positives,there
7743,the negatives,big differences
7744,this job,different organizations
7745,friendly work,you
7746,environment,the
7747,culture,you
7748,management,part
7749,the right decision,engineering
7750,excellent benefits,operations
7751,prestigious company,scary
7752,employees,the one
7753,diverse team,all cost
7754,multiple skill sets,groups
7755,wireless bill,sometimes the king
7756,you,no clothes
7757,all the new products,non
7758,anyone else,you
7759,great pay,schedule
7760,flexible schedule,bit
7761,work,it
7762,great thinkers,favoritism
7763,very good,stubborn store leader
7764,tech,favoritism
7765,company,stubborn store leader
7766,great communication,more
7767,friendly staff members,lot
7768,ability,things
7769,the company,people
7770,teams,the firm
7771,money,long time
7772,them,there
7773,great benefits,organizational habits
7774,great pay,it
7775,new career,data science
7776,great benefits,bigger voice
7777,good discounts,decision making
7778,reasonable pay,it
7779,apple,retail leadership
7780,great products,they
7781,the world,cancer
7782,great benefits,them
7783,pto,thou
7784,it,difficulty
7785,people,communication transparency
7786,pay,the team members
7787,benefits,the ideal
7788,vacation,lack
7789,system,confrontation skills
7790,great people,leaders
7791,amazing,true opportunities
7792,benefits,individuals
7793,training,order
7794,everything,advance
7795,remote,no true time
7796,all,those
7797,you,terrible attendance
7798,the people,work
7799,you,store
7800,this,store
7801,some places,certain stores
7802,apple,managers
7803,it,guide
7804,you,other stores
7805,some,leadership teams
7806,the,no backbones
7807,you,the stores
7808,apple,leaders
7809,the people,the problematic contributors
7810,you,minimal resources
7811,this,truly performance
7812,some places,those people
7813,apple,toxic culture
7814,it,those problematic ones
7815,you,other passive mindsets
7816,some,the detractor ways
7817,the,management
7818,you,jobs
7819,apple,you
7820,people,number
7821,benefits,advance
7822,great place,weekend availability
7823,fun environment,upper level full time positions
7824,good pay,wide open weekends
7825,flexible schedule,this clashes
7826,good peoples,other commitments
7827,benefits,
7828,coworkers,this restriction
7829,some managers,everyone
7830,the company,mobility potential
7831,good benefits,unethical practices
7832,us,coded language
7833,great benifits,people
7834,healthcare,it
7835,school reembursments,them
7836,the employees,the bottom line
7837,being,basically
7838,home work,24x7x365
7839,personal responsibility,sorry
7840,the growth,you
7841,you,vacation
7842,work,teams
7843,home,tons
7844,the environment,what
7845,everyone,shiny new thing
7846,the training process,an executive saw
7847,store,hours
7848,product specialist,very metric
7849,it,retail
7850,great place,there
7851,the benefits,options
7852,anyone,you
7853,the same old same old sales game,comissions
7854,benefits,the salary
7855,short breaks,they
7856,shifts,admins
7857,great healthcare initiatives,they
7858,ehr,better
7859,the rise,the general public
7860,personal health records,retail
7861,records,some place
7862,different health places,you
7863,one,none
7864,person,
7865,doctors,not
7866,access,thing
7867,good benefits,
7868,recognizable name,it
7869,great managers,job
7870,employees,qualification
7871,lot,no growth micromanaging
7872,benefits,the genius bar
7873,vacation,challenging upwards
7874,sick time,movement
7875,flexible hours,occasional unrealistic expectations
7876,great benefits,unfair pay
7877,effective training,enough room
7878,both,advancement
7879,the role,office politics
7880,the company,great company
7881,great people,software engineers
7882,strong benefits,work hours
7883,little experience,dedication
7884,apple,company
7885,unique experience,work
7886,no other company,you
7887,you,certain roles
7888,some,transition
7889,the,full time
7890,wide range,store advancements
7891,talents,promotions
7892,you,attendance
7893,you,mandatory nothing
7894,them,cramped office
7895,resource,all day
7896,they,customers
7897,family,poor pay
7898,the culture,no christmas gifts
7899,commissioned background,bonuses
7900,sales,you
7901,good rapport,bonus
7902,the benefits,it
7903,top,stock
7904,the line health,apple
7905,dental,you
7906,vision insurance,years
7907,you,you
7908,campus,you
7909,they,expectations
7910,gyms,customer
7911,campus,none
7912,medical consultation form stanford university,
7913,3rd party corporate discounts,no room
7914,rsu,advancement
7915,espp,tier
7916,employee stock purchase program,pay
7917,so much,other call centers
7918,more,terrible hours
7919,every few months,life balance
7920,there,pay
7921,something,the amount
7922,npp,work
7923,net promoter,daily basis
7924,people,incompetent employees
7925,the company,no room
7926,us,growth
7927,things,holidays
7928,change,inconsistent scheduling
7929,the people,job responsibilities
7930,you,long hours
7931,customers,uninteresting cases
7932,work,they
7933,home,it
7934,great coworkers,pay
7935,great benefits,constant customer harassment
7936,solid location,shifty attendance policy
7937,wages,managers
7938,benefits,total discretion
7939,people,harassment
7940,fun,medical leave
7941,amazing employee stock purchase program,not
7942,great health benefits,perfect company
7943,part,then
7944,opportunities,border
7945,lots,worship
7946,other hr benefits,you
7947,paid certifications,ramp
7948,tuition reimbursement,extra shifts
7949,public transportation reimbursement,the amount
7950,there,time
7951,good opportunities,they
7952,some cool technologies,worship
7953,teams,me
7954,general awesome,working retail hours
7955,communications,family
7956,great product,tedious
7957,engineers,customers
7958,fun work environment,great tools
7959,great managers,constant unending work
7960,people,people
7961,you,disabilities
7962,pay access,hours
7963,resources,upper management
7964,salary,touch
7965,hours,lower ranking employees
7966,time,changes
7967,career opportunities,it
7968,college,internal politics
7969,great discounts,scott forstall
7970,products,it
7971,great overall environment,
7972,coworkers,pressure
7973,some individuality,things
7974,wardrobe expression,priorities
7975,daily operations,all the time
7976,really good company,you
7977,they,something
7978,no lunch,quite while
7979,great benefits,it
7980,easy environment,the
7981,great benefits,politics
7982,tuition reibmursement,there
7983,health care,whole lot
7984,discounts,career movement
7985,great benefits,mentality
7986,retail store,jobs
7987,large age range,retail hours
7988,it,holidays
7989,it,launch days
7990,great benefits,lots
7991,they,office politics
7992,the customers,not any real room
7993,home,advancement
7994,generous compensation,some
7995,good support,the tech
7996,manager,lot
7997,pros,pain points
7998,awesome company,infrastructure
7999,rsus,leadership changes
8000,stock options,priorities
8001,health benefits,pace
8002,flexible scheduling,clear vision
8003,benefits,perfection
8004,systems,sj
8005,stock options,services business waaay
8006,lot,current exec team
8007,electronics,needs
8008,lively,new blood
8009,smart people,spirit
8010,great ambitions,home
8011,the funds,lot
8012,those goals,favoritism
8013,product,shmoozing
8014,folks,promotions
8015,situations,retail
8016,it,it
8017,great benefits,times
8018,salary,the company
8019,other retail jobs,you
8020,salary,the right connections
8021,an job satisfaction,few times
8022,experience knowledge,another position
8023,workplace community,the genius bar
8024,cool products,they
8025,you,it
8026,lot,someone
8027,generous employee discount,huge company
8028,good,high turnover
8029,positive culture,slow development
8030,apple,retail
8031,living,retail hours
8032,breathing,lot
8033,entity,competence
8034,great benefits,many difficult customers
8035,there,cons
8036,genuine care,the pros
8037,growth,retail schedule
8038,apple,all day
8039,good staff,customers
8040,good training,varied schedule
8041,great atmosphere,you
8042,amazing people,school expectations
8043,the benefits,queues
8044,the caliber,
8045,company,lot
8046,this,work
8047,benefits,you
8048,tuition reimbursement,the devices
8049,great,performance
8050,amazing benefits opportunities,metrics
8051,you,they
8052,them,vague email surveys
8053,great office environment,customers
8054,great benefits,them
8055,great company,they
8056,they,course
8057,they,they
8058,you,warranty
8059,an employee,majority
8060,part,customers
8061,time health benefit,we
8062,special shutdown days,them
8063,sick time,they
8064,flexible hours,one
8065,ability,these negative surveys
8066,cross training,escalation
8067,great company,tier
8068,great chances,it
8069,large company,bugs
8070,low pressure,new os
8071,startups,faulty product
8072,smart people,etc
8073,great projects,there
8074,great coworkers,lot
8075,excellent benefits,push
8076,interesting customers,stuff
8077,great people,customers
8078,benefits,managers
8079,work,the numbers
8080,great benefits,it
8081,talented people,
8082,challenging work,the requirement
8083,you,the college program
8084,some,
8085,the best friends,other employees
8086,there,management
8087,you,
8088,one,it
8089,the,this position
8090,the world,most people
8091,good place,technical issue
8092,you,lot
8093,the chance,them
8094,talented people,it
8095,good pay,you
8096,flexible work hours,an
8097,classes,it
8098,good pay work,quite
8099,home,you
8100,awesome company,rude customers
8101,it,you
8102,work,people
8103,home job,it
8104,great people,an issue
8105,benefits,not
8106,there,customers
8107,benefits,there
8108,doctors,no growth
8109,onsite beerbash,the workplace
8110,you,two years
8111,applecare,good first year
8112,no,motivation
8113,,upwards
8114,applecare,the environment
8115,corporate apple,matter
8116,employee discounts,work
8117,location,customers
8118,promotion opportunities,some
8119,benefits,the most
8120,401k,times
8121,discounts,retail experience
8122,etc,apple
8123,great work environment,management positions
8124,receptive management,terrible hours
8125,great training focus,terrible customers
8126,passion,lengthy training
8127,opportunities,hours
