,pro,con
3299,work,the place
3300,great talent,you
3301,low stress,you
3302,lots,yourself
3303,smart people,work
3304,great people,things
3305,benefits,timekeeping
3306,sick,quirks
3307,constant growth,them
3308,good place,management
3309,the company,these
3310,good direction,it
3311,satya,the biggest con
3312,work life balance,you
3313,benefits,it
3314,sick,it
3315,constant growth,bit
3316,good place,the caliber
3317,the company,the company
3318,good direction,there
3319,satya,pockets
3320,work life balance,services
3321,talented team,the customer contracts
3322,future,the pfe
3323,great benefits,you
3324,good workplace flex hours,something
3325,great opportunities,scope
3326,culture,
3327,benefits,this
3328,the company,the case
3329,good place,you
3330,certain pockets,the situation
3331,the company,leverage
3332,benefits,assistance
3333,you,the account team
3334,family,scope
3335,good manager,some contracts
3336,you,you
3337,lot,there
3338,room,plenty
3339,this company,opportunity
3340,doors,you
3341,salary,single slot
3342,clients,most other services
3343,great,companies
3344,compensation,management
3345,benefits,the answers
3346,leaders,sometimes too
3347,process,big
3348,things,ways
3349,you,broader strategy
3350,some,company
3351,the latest technologies,switch
3352,great work,staff
3353,life,fulltime
3354,balance,lot
3355,amazing benefits,positions
3356,the company,mine
3357,diversity,contractors
3358,workforce,focus
3359,current company vision,cost
3360,benefits,employees
3361,401k,an asset
3362,20 weeks,academics
3363,maternity,tenure
3364,good work life balance,there
3365,company,sense
3366,health care,anxiety
3367,good benefits,the job
3368,good work balance life,some bad products
3369,all,they
3370,,it
3371,love mine,hard work
3372,better work environment,the next guy
3373,emphasis,any big company
3374,end product,the ability
3375,the salary,impact
3376,benefits,the overall strategy
3377,not even the high pay,work life balance
3378,the cons,diversity
3379,managers,challenges
3380,too much work,personal growth
3381,managers,such big company
3382,too much work,you
3383,it,some points
3384,microsoft,management
3385,you,it
3386,products,some
3387,millions,all
3388,people,the buildings
3389,good work,not fan
3390,life,open workspace though
3391,balance,that
3392,smart people,the direction
3393,all,they
3394,you,all new buildings
3395,good work,the game
3396,life balance,there
3397,good place,lot
3398,you,bloat
3399,industry experts,certain teams
3400,lots,m365 team
3401,teams lots,you
3402,opportunities,them
3403,great,it
3404,culture,exhausting
3405,the direction,anything
3406,the company,you
3407,great work place,many meetings
3408,great food,politics
3409,brilliant people,difficult partners
3410,great benefits,times
3411,great networking,org
3412,pay,
3413,projects,any
3414,customers,they
3415,the best,big game
3416,vacation time,the wage
3417,not strict,livable
3418,time,something
3419,incredible culture,
3420,the organization,they
3421,the team,policies
3422,the people,the engineering teams
3423,very smart,very numbers
3424,anyone,no development
3425,wide variety,the large size
3426,technologies,you
3427,good benefits,some old microsoft habits
3428,great,the engineering teams
3429,benefits,very numbers
3430,pay,no development
3431,wlb,the large size
3432,great pay,you
3433,you,some old microsoft habits
3434,chill,microsoft
3435,benefits,long culture
3436,you skills,male
3437,you,they
3438,career,people
3439,good work,barrel
3440,life balance,now
3441,freshers,lot
3442,ton,the culture
3443,smart people,diversity
3444,exciting products,they
3445,projects,the same
3446,consumer,they
3447,good,all the answers
3448,options,people
3449,average compensation,the best
3450,culture,them
3451,authentic,nothing
3452,vulnerable,bad
3453,new projects,ymmv
3454,energy leadership,one
3455,,another
3456,xbox,good ole
3457,lot,boy
3458,benefits,anything
3459,salary,specific set
3460,flexible working hours,parameters
3461,great pay,you
3462,creative environment,everything
3463,good people,long chain
3464,not,approval
3465,right amount,it
3466,work,you
3467,you,difference
3468,colleagues,some people
3469,competent people,much
3470,many,lack
3471,recent graduates,shared vision
3472,local colleges,some
3473,graduate programs,the
3474,there,agility
3475,great work atmosphere,times
3476,leadership,director level
3477,this department,some cases
3478,it,people
3479,nokia years ago,no cons
3480,there,the moment
3481,opportunities,some people
3482,name,management issues
3483,yourself,duplication
3484,tolerance,efforts
3485,us,ability
3486,older folks,management hierarchy
3487,,everything
3488,some point,role
3489,that reason,stressful
3490,this group,lot
3491,better gender ratio,high expectations
3492,more parents,higher level
3493,most companies,no room
3494,other divisions,high level
3495,microsoft,team
3496,occasional remote work,you
3497,people,some older products
3498,collaborators,you
3499,it,big jail
3500,great company,few months
3501,adequate amount,time
3502,training,it
3503,you,waiting game
3504,people,an interesting project
3505,collaborators,stressful
3506,it,lot
3507,great company,high expectations
3508,adequate amount,higher level
3509,training,no room
3510,you,high level
3511,great products,team
3512,talented,you
3513,good company,some older products
3514,smart people,you
3515,good pay,big jail
3516,free beverages,few months
3517,air conditioned environment,time
3518,benefits,it
3519,fun atmosphere,waiting game
3520,you,an interesting project
3521,technologies,stress hours
3522,plenty,stupid bossss
3523,opportunity,fan
3524,bunch,movement
3525,smart people,teams
3526,the flexibility,it
3527,working hours,network
3528,this,jobs
3529,one,other options
3530,the most,you
3531,factor,time
3532,,weekends
3533,microsoft,it
3534,fanatic product,you
3535,solid training programs,the company
3536,benefits,you
3537,benefits,the company
3538,culture people,not all orgs
3539,commute managers,clear objectives
3540,great,you
3541,,yourself
3542,average pay,one
3543,technician role,those orgs
3544,easy,headcount
3545,environment,they
3546,lots,everything
3547,free things,you
3548,free microsoft vouchers,lower level
3549,access,you
3550,ebooks,they
3551,,this
3552,microsoft,it
3553,job,you
3554,the datacenter,lower level
3555,nice benefits,the expectations
3556,all,you
3557,the time,some areas
3558,management,the boys club
3559,they,all power
3560,kitchens,hard work
3561,they,others
3562,the buildings,the issue
3563,benefits,you
3564,smart people,managers
3565,around,2x
3566,growth,year
3567,great benefits,too much
3568,great care,process
3569,employees,complicated work
3570,resources,hierarchy
3571,benefits,no cons
3572,great work,this moment
3573,culture,some managers
3574,cool technology,compensation
3575,working,competitors
3576,the cloud,roles
3577,edge,bureaucracy
3578,microsoft,improving
3579,leader,nadella
3580,microsoft,no free food
3581,all,compensation
3582,cylinders,main competition
3583,growth,
3584,amazing work culture,
3585,good work life balance,healthy work environment
3586,benefits,any
3587,great work,these things
3588,culture,discrimination
3589,cool technology,women
3590,working,employees
3591,the cloud,women
3592,edge,they
3593,microsoft,course
3594,leader,it
3595,microsoft,closed doors
3596,all,it
3597,cylinders,the politeness
3598,growth,you
3599,amazing work culture,the company
3600,good work life balance,thin veneer
3601,work,the sheer toxicity
3602,home,this company
3603,great time,the company
3604,vacations,employees
3605,good benefit,three categories
3606,microsoft,college
3607,outstanding leadership,industry
3608,sound financials,internal transfers
3609,great benefits,industry hires
3610,intelligent peers,people
3611,exciting products,experience outside
3612,positive,microsoft
3613,the,college
3614,great benefits,you
3615,great office,those
3616,space,they
3617,great facilities,you
3618,buildings,crap
3619,salary,the company
3620,work life balance,judge
3621,super,the ceo
3622,great health benefits,lower management
3623,good bonus,it
3624,you,pretty picture
3625,politics,an indication
3626,401k match,how toxic
3627,espp,the work environment
3628,lots,you
3629,opportunity,microsoft experience
3630,benefits,the industry
3631,impact,you
3632,people,damaged goods
3633,platform,you
3634,you,that
3635,impact,
3636,good work environment,there
3637,good salary benefits,me
3638,breadth,talk
3639,products,dni
3640,the opportunity,just lip service
3641,wide variety,lower management
3642,products,it
3643,the same company,they
3644,benefits,the status quo
3645,the top software companies,and
3646,all the way,and
3647,the top,sometimes you
3648,great coworkers,red tape
3649,,things
3650,wlb,you
3651,,couple years
3652,this,ms campus
3653,lots,sales
3654,opportunities,pressure
3655,different roles,intenral focus
3656,parts,political management
3657,company,so many projects
3658,sharp,other top level companies
3659,hungry,better
3660,minds,none
3661,you,
3662,lot,no nothing
3663,very short time,
3664,nothing,lack
3665,work life balance,diversity
3666,smart people,management roles
3667,everywhere,club
3668,great work life,ranks
3669,balance,corporate leadership
3670,great,employees
3671,management,zero accountability
3672,great job,concerns
3673,benefits,those
3674,part time,the mold
3675,pto,the fast paced pm business side
3676,healthcare,things
3677,discounts,engineering
3678,many companies,engineering
3679,microsoft,something
3680,wage,full working condition
3681,an entry level position,pm
3682,fun team members,this
3683,consistent amount,it
3684,hours,the problems
3685,you,exactly the
3686,lots,individuals
3687,resources,odd hours
3688,college reimbursement,politics
3689,students,productivity
3690,all,you
3691,them,mad manager
3692,no cons,you
3693,culture,stuff
3694,work life balance,days
3695,great internal programs,workload
3696,continued learning,times
3697,various skills,legacy codebase
3698,great benefits,major jon
3699,savings,it
3700,costly pitfalls,the
3701,salary,msft
3702,benefits,windows device group
3703,free food,cosine
3704,travel,whatever
3705,some good people,it
3706,work,microsoft
3707,life,an internal
3708,balance,system
3709,good people,it
3710,this,msbuild
3711,the best company,they
3712,all benefits,it
3713,salary,all the compelling features
3714,average,visual studio
3715,great benefits,intellisense
3716,great company,etc
3717,great pay,times
3718,home,it
3719,intelligent people,2019
3720,new things,this
3721,daily basis,git practices
3722,good pay good benefits,lot
3723,good variety,telemetry systems
3724,business good transport,different teams
3725,great benefits,different components
3726,comfortable working environment,the pms
3727,incredibly,code
3728,pay,you
3729,good place,the meetings
3730,great,nothing useful
3731,salary,them
3732,benefits,lots
3733,many,room
3734,smart people,still significant
3735,great benefits,favoritism
3736,cache,middle management
3737,you,misalignment
3738,brilliant people,leadership layers
3739,an entire industry collective growth mindset great work life balance,none
3740,excellent benefits,
3741,lots,lack
3742,good engineers,structure
3743,lots,poor training methods
3744,interesting projects,no obvious desire
3745,good fit,you
3746,team,incentive system
3747,mandatory,pace
3748,interesting projects,matrix
3749,good benefits,organizational challenges
3750,benefits,slow promotion
3751,stock options,slow salary increase
3752,technology,many colleagues
3753,free software,the department
3754,good compensation smart people,senior level
3755,the world,hard time
3756,good work life balance,the company
3757,most,there
3758,the time,many opportunities
3759,opportunity satya,management
3760,great leader,even fewer
3761,learning,the boston office
3762,opportunities,it
3763,benefits,testament
3764,pay,the atmosphere
3765,opportunity,the team
3766,the best peers,the quality
3767,new technologies,the projects
3768,everyday,these folks
3769,good pay,not problem
3770,good pay,you
3771,great culture teamwork environment,entry level
3772,room,companies
3773,growth,few years
3774,great benefits,tons
3775,diversified business,email
3776,great opportunities,it
3777,smart people,many perks
3778,sd work,other giant companies
3779,microsoft,the bay
3780,salary,tons
3781,opportunities,email
3782,really great atmosphere,it
3783,microsoft,many perks
3784,an amazing culture,other giant companies
3785,it,the bay
3786,it,nothing
3787,change,
3788,good intentions,hard company
3789,the,job
3790,company,location
3791,great growth,environment
3792,the past few years,extremely long hours
3793,you,egotistical upper management
3794,many,you
3795,great benefits,retail
3796,health care,weekends
3797,stocks,you
3798,it,specific positions
3799,huge company,license
3800,there,sometime personal interaction
3801,career opportunities,result
3802,every direction,no one
3803,they,they
3804,employees,backbone
3805,good salary,you
3806,excellent benefits,an awful work environment
3807,you,this
3808,you,other companies
3809,extra hours,this
3810,good salaries,constant
3811,lots,microsoft
3812,connections,me
3813,it,me
3814,businesses,context
3815,an amazing company,yes
3816,amazing things,microsoft
3817,,diversity
3818,an employee,this
3819,,the
3820,,the job
3821,,
3822,some,this
3823,the people,time
3824,they,you
3825,no clue,loop
3826,benefits,there
3827,great pay,enough diversified candidates
3828,retail environment,microsoft
3829,pretty,the interview process
3830,good work life balance,
3831,benefits,every year
3832,great pay,there
3833,retail environment,high probability
3834,pretty,you
3835,good work life balance,reorg
3836,you,years
3837,college,
3838,this,organizations
3839,one,both employees
3840,the best companies,microsoft
3841,many other tech companies,customer
3842,there,moving roles
3843,big emphasis,it
3844,community building,value
3845,lot,every year
3846,ways,it
3847,it,point
3848,an extension,me
3849,college,they
3850,terms,the constant
3851,the learning,this
3852,events,company
3853,other young professionals,you
3854,senior developers,college
3855,the most part,there
3856,mentor,little stability
3857,younger people,you
3858,sense,minority
3859,discipline,
3860,internal mobility,
3861,team,woman
3862,team,you
3863,it,promotions
3864,microsoft,you
3865,there,rock star
3866,team,work hours
3867,almost any area,managers
3868,you,age location
3869,there,technician
3870,there,all hardware
3871,an expert,no skill
3872,basically anything,os
3873,you,higher
3874,there,position
3875,tons,these fields
3876,young professionals,the
3877,around too,india
3878,seattle,people
3879,great place,those
3880,pay,empathy
3881,the other top companies,it
3882,junior level,all
3883,exit opportunities,playing politics
3884,you,adequate staffing
3885,attention,
3886,effort,you
3887,you,you
3888,brand name,it
3889,all,too much politics
3890,disciplined,the workplace
3891,decent benefits,confusing management styles
3892,some people,it
3893,great benefits,promotions
3894,salary,they
3895,facilities,good work
3896,great facilities,life balance
3897,closest,benefit
3898,thing,it
3899,career company,there
3900,plenty,process
3901,roles,scope
3902,lots,work
3903,great resources,not
3904,leverage,really
3905,lots,the shuffle
3906,great people,many technologies
3907,great people,you
3908,lots,ones
3909,interesting projects,an expert
3910,satya nadella,time
3911,ceo,it
3912,microsoft,other tech companies
3913,great company,really
3914,he,the shuffle
3915,clarity,many technologies
3916,the right,you
3917,positive work environment,ones
3918,the role,an expert
3919,you,time
3920,,it
3921,billions,other tech companies
3922,people,compensation
3923,fun,the best
3924,you,other top companies
3925,it,political
3926,great benefits,atmosphere
3927,interesting work employee,ladder climbing
3928,friendly great compensation,worse
3929,lots,open office concept
3930,opportunities,all
3931,great vision,orgs
3932,strong potential,good work
3933,deep pockets,unrealistic sales
3934,smart people,numbers
3935,super benefits,poor communication
3936,discounts,sellers
3937,ms software,lots
3938,hardware,company politics
3939,commitment,bureaucracy
3940,diversity,technology
3941,inclusion,new product
3942,cons,politics
3943,rapid promotions,the game
3944,diverse employees,short
3945,nice,short term
3946,workplace,long game
3947,housing options,work life balance
3948,benefits,challenge
3949,company,many
3950,people,leads
3951,easy,old school
3952,fun,some teams
3953,salary,this
3954,some good managers,comment
3955,opportunity,not much
3956,code,focus
3957,competitive benefits,skill set improvements
3958,great coworkers,traffic
3959,outstanding company culture,the seattle area
3960,excellent culture,housing prices
3961,great benefits,the salary
3962,great pay,other
3963,great career path,it
3964,further opportunities,
3965,people,slow promotion
3966,super,lot
3967,satya,org
3968,great leader,personal performance
3969,great vision,
3970,work,minimum stock
3971,microsoft,refresher
3972,years,
3973,ireland,low compensation
3974,redmond,lots
3975,seattle,bureaucracy
3976,great company,things
3977,very large,times
3978,difference,no consistency
3979,the environment,expectations
3980,dublin,pm
3981,redmond,team
3982,seattle,team lack
3983,very positive,top
3984,benefits,vision
3985,culture,curve
3986,the culture,compensation
3987,retail,competitors
3988,work life balance,capabilities
3989,team members,leadership
3990,manager personal development,the leader
3991,college,an opportunity
3992,great culture,open floor desks
3993,awesome talent,me
3994,managers,cubes
3995,people,role
3996,you,management
3997,you,discouragement
3998,competitive pay,management
3999,stock awards,you
4000,it,there
4001,flexible work environment,no borders
4002,microsoft,terms
4003,great culture,upward mobility
4004,the people,you
4005,they,you
4006,great,this
4007,lots,complete nonsense
4008,flexibility,management
4009,the benefits,this
4010,smart people,they
4011,they,tight budget constraints
4012,great culture,the approval
4013,work experience,many
4014,microsoft,the employees
4015,great culture,they
4016,the people,there
4017,they,bit
4018,great,they
4019,lots,microsoft
4020,flexibility,it
4021,the benefits,skilled individuals
4022,smart people,the store
4023,they,promotions
4024,great culture,diversity
4025,work experience,tactics
4026,good pay,favoritism
4027,work,merit
4028,nice career opportunities,ability
4029,discovery,professionalism foremost
4030,senior leadership,they
4031,the company,the job
4032,the right direction,the typical retail experience
4033,benefits,the metrics
4034,company,they
4035,you,success conflict
4036,much hassle,the message
4037,benefits,customer service
4038,pay,this
4039,company,management
4040,tuition reimbursement,product
4041,unlimited pto,the best fit
4042,benefits package,the customer
4043,competitive pay,the store
4044,great hours,not
4045,great pay,whole
4046,smart people,no cons
4047,hackathon knowledge,
4048,ability,par
4049,information,the pay structure
4050,internal communities,other competitors
4051,autonomy,microsoft
4052,role,the
4053,you,ranking system
4054,self,there
4055,you,many aspects
4056,good work,it
4057,life balance,the problem
4058,good mobility,it
4059,valuable impact,microsoft
4060,learning,strong individual contributors
4061,benefits,they
4062,technology,they
4063,great people,managers
4064,team,there
4065,individual environment,tendency
4066,the only constant,microsoft
4067,great people,older employees
4068,great leader,48
4069,satya nadella,strong basis
4070,opportunities,politics
4071,the job,lack
4072,great work life balance,diversity
4073,flexibility,less salary
4074,good company,other
4075,work life balance,you
4076,good,nothing
4077,management,it
4078,great salary,hr
4079,the benefits,anything
4080,microsoft,them
4081,sales rep,you
4082,the work life balance,superstar
4083,home,other team
4084,remote vacation,new team
4085,the leadership,you
4086,microsoft,manager
4087,you,you
4088,,insufficient result
4089,home,microsoft
4090,company,you
4091,work life balance,teams
4092,work,no one
4093,lots,you
4094,smart people,hr
4095,great,you
4096,there,microsoft
4097,some,the next six months
4098,all aspects,so you
4099,computing,hero
4100,desktop,zero
4101,online search engine,one manager stupidity
4102,gaming,political
4103,hardware design,here
4104,you,firehose
4105,the company,the time
4106,project,constant feeling
4107,project,no downtime
4108,range,burn
4109,interesting problems,release cycles
4110,great benefit,much ecosystem
4111,balance,lot
4112,this,lots
4113,team,politics
4114,good benefits,long hours
4115,cooperative environment,lot
4116,work life balance campus,strange rituals
4117,you,nothing much
4118,it,the salary
4119,plenty,while
4120,teams,slow leadership decision
4121,good,lack
4122,plenty,clear priority
4123,pay,office politics
4124,great,heavy international travel
4125,smart,no
4126,pay,things
4127,environment,stagnant culture
4128,opportunities,pay
4129,you,other competitors
4130,wide variety,any negatives
4131,different stages,
4132,businesses,other tech giants
4133,research,more
4134,mature,something
4135,different roles,
4136,software engineer,myself
4137,data scientist,politics
4138,etc,the need
4139,different regions,agreements
4140,usa,agreements
4141,china,the way
4142,etc,progress
4143,many other dimensions,too
4144,you,meetings
4145,chain values,no
4146,projects,food
4147,performance goals,bad managers
4148,great people,team
4149,problems,unhealthy competition
4150,the culture,no background
4151,you,stem
4152,project,the work
4153,you,
4154,it,school
4155,there,expensive canteen food
4156,the similar work,office
4157,you,current renovation work
4158,microsoft,campus parking
4159,big way,late
4160,priority,focus area
4161,good,bit
4162,balance,the
4163,other departments,the
4164,microsoft,consultant
4165,big way,work
4166,priority,life balance
4167,good,dont
4168,balance,anything
4169,other departments,not enough stocks
4170,great,retail top talent
4171,people,none
4172,products,
4173,me,con
4174,me,this position
4175,ton,nothing
4176,salary,
4177,benefits,microsoft
4178,exposure,it
4179,multiple possibilities,it
4180,company,lot
4181,work life balance,legacy
4182,it,traditional beliefs
4183,microsoft,it
4184,there,times
4185,perks,leadership
4186,great brand name,internal politics
4187,work life balance slackers,the name
4188,an awesome time,the game
4189,fake complaints,given opportunities people
4190,male employees,lot
4191,them,guarantee
4192,great place,advancement
4193,upwards,you
4194,good,network
4195,microsoft research,the right people
4196,great place,the role
4197,experience,you
4198,an,process heavy
4199,,so not
4200,the cambridge lab,dynamic
4201,the research,onboarding
4202,the lab,an experienced hire
4203,the pay,nightmare
4204,the benefits,you
4205,the lab,person
4206,interns,it
4207,,it
4208,lot,the right fit
4209,fun,amazing operations
4210,the summer,
4211,people,
4212,fun,step
4213,leadership,
4214,benefits,great breadth
4215,the work culture,experience
4216,lot,small niche
4217,great engineer,the company
4218,there,lack
4219,good growth mindset,career development
4220,great environment,many personal
4221,benefits,management
4222,etc,example
4223,all,management
4224,industry,things
4225,leading products,it
4226,lives,no free food
4227,millions,good cafeteria
4228,great financial package culture,lack
4229,work life balance,career development
4230,it,many personal
4231,the group,management
4232,you,example
4233,pros,management
4234,good benefits,things
4235,medical hsa,it
4236,flexible hours,no free food
4237,competitive salary,good cafeteria
4238,stock bonus,you
4239,high performers,ranks
4240,benefits,the pay disparity
4241,amazing opportunities,microsoft
4242,growth,google
4243,the old behemoth,microsoft developers
4244,microsoft,some
4245,remarkable bright people,this
4246,pay,they
4247,benefits,lifestyle more
4248,any company,career progression
4249,,others
4250,very,it
4251,pace,ship
4252,lot,another company
4253,you,any other big company
4254,the company,there
4255,results,layers
4256,work life balance,bureaucracy
4257,work life balance,most mature teams
4258,huge potential scale,all work
4259,you,advance
4260,them,multiple team meetings
4261,great benefits,dedicated pms
4262,corp vp,the beginning
4263,work,this
4264,products,it
4265,tons,the absolute best
4266,people,gold standard way
4267,the world use,large software
4268,knowledgeable colleagues,while
4269,you,it
4270,lot,the annual review system
4271,positivity,feedback
4272,fair work environment,backstabbing peers
4273,diverse culture,several years
4274,great benefits,most people
4275,good reason,it
4276,all these matters,the
4277,culture,promotion system
4278,company,superstar
4279,edge technology,the
4280,good growth,the work
4281,good team,you
4282,awesome,the expertise
4283,it,management role
4284,flexible work,more technical area
4285,life balance,someone
4286,great benefits,role
4287,friendly employees,you
4288,commuter benefits,expertise
4289,you,team
4290,seattle,local team culture
4291,the connector,way
4292,quality,anything
4293,work,top management level
4294,work culture,two employees
4295,benefits,two different teams
4296,microsoft,maybe the things
4297,it,
4298,company,list
4299,companies,pros
4300,there,cons
4301,to,vice
4302,something,there
4303,every interest,no real way
4304,it,it
4305,enterprise,team
4306,problems,you
4307,azure,you
4308,dynamics,the number
4309,consumer products,young
4310,xbox,old developers
4311,this,sense
4312,organization sizes,the culture
4313,work style,this microsoft
4314,,
4315,,no regrets
4316,structured,years
4317,etc,the opportunity
4318,excellent training,code
4319,you,all modern versions
4320,great environment,windows
4321,good company,privilege
4322,career,lots
4323,large scope,people
4324,projects,rest
4325,plenty,vest
4326,teams,they
4327,satya,anything
4328,benefits,literally management
4329,smart people,concerns hr
4330,cultural values,the organization
4331,good benefits,you
4332,life balance,the employee
4333,good ceo,significant politics
4334,smart people,time
4335,great,meetings
4336,great pay,heavy matrix environment
4337,good people,decisions
4338,lot,consensus
4339,growth,slow progress
4340,the business,impact
4341,great colleagues,the business
4342,environments,role
4343,good atmosphere,you
4344,the people,it
4345,,few questions
4346,good friends,big company
4347,microsoft,all that
4348,there,microsoft
4349,plenty,it
4350,opportunity,it
4351,all kinds,large internal network
4352,environment,the best way
4353,strong affinity,things
4354,the community,some leadership
4355,great,the old way
4356,development,satya
4357,experience,career growth
4358,benefits,team
4359,nothing,team
4360,low stress,big corporation
4361,people,senior levels
4362,office,duty
4363,nice view,high level
4364,great work,politics
4365,msft,cvp level
4366,you,significant time
4367,the company,this
4368,exposure,ms
4369,many different technologies,diversity
4370,good,inclusion
4371,benefits,some
4372,remuneration package,
4373,smart,
4374,people,criteria
4375,hq,the level
4376,the field,they
4377,ethics,rewards
4378,people,money
4379,some exceptions,the door
4380,the stock,room
4381,you,others
4382,few years,that
4383,the runup,way
4384,individual office,troll
4385,company,
4386,a few years,years
4387,work life balance,observation
4388,most,
4389,the employee,better way
4390,business,that
4391,it,there
4392,the passion,no second chances
4393,good managers,mentorship
4394,employees,compensation
4395,good benefits,there
4396,decent computers,many cons
4397,lot,
4398,satya,bad managers
4399,excellent benefits,power
4400,good pay,evil ways
4401,smart people,teambuilding
4402,good benefits,an opportunity
4403,employees,the team
4404,the,
4405,you,management changes
4406,there,every couple
4407,many opportunities,years
4408,company,har
4409,great products,directives
4410,excellent work life balance,no real cons
4411,great benefits,
4412,flexible schedules,friend about
4413,solid compensation,perhaps that microsoft employees
4414,the,hiring process
4415,you,months
4416,there,the very least
4417,many opportunities,consistency
4418,company,scheduling
4419,great products,it
4420,excellent work life balance,inefficient team structure
4421,great benefits,slow development processes
4422,flexible schedules,the moment
4423,solid compensation,nice place
4424,the microsoft store,some pockets
4425,it,politics
4426,the best place,this
4427,,minor issue
4428,the benefits,none
4429,the leadership,
4430,microsoft,workspaces
4431,care,some
4432,every employee,priorities
4433,culture,
4434,satya,myself
4435,people,
4436,mission,
4437,the world,it
4438,ethical company,
4439,great pay,there
4440,good career opportunities,valuable work
4441,great compensation package,expertise
4442,large corporation,it
4443,the commons,the list
4444,the prime card discounts,priorities
4445,opportunity,there
4446,lateral career growth,transition
4447,various depts,new role
4448,the direction,pressure
4449,the company,the change
4450,,cons
4451,ceo satya,it
4452,nadella,one
4453,the company,the best companies
4454,he,times
4455,great improvements,priorities
4456,the top leader ranks,
4457,culture change,myself
4458,,
4459,microsoft,
4460,,it
4461,lots,
4462,change,there
4463,,valuable work
4464,the company,expertise
4465,the best direction,it
4466,the new,the list
4467,improvements,priorities
4468,all,there
4469,good pay,transition
4470,nice perks,new role
4471,insurance,pressure
4472,location,the change
4473,,cons
4474,microsoft,it
4475,opportunities,one
4476,high school students,the best companies
4477,it,times
4478,gateway,skill sets
4479,internships,very
4480,the future,environment
4481,,it
4482,microsoft,yourself
4483,opportunities,you
4484,high school students,an extrovert
4485,it,yourself
4486,gateway,fancy presentations
4487,internships,some resources
4488,the future,lot
4489,good benefits,politics
4490,work,lack
4491,good place,career building
4492,growth,pay discrepancy
4493,you,management
4494,they,crazy office politics
4495,care,backstabbing
4496,you benefits,unethical people
4497,they,it
4498,work environments,lack
4499,work ethic,teamwork
4500,town,lot
4501,great benefits,ego
4502,tuition reimbursement,lots
4503,you,processes
4504,the first one,features
4505,the latest technology,larger groups
4506,microsoft,struggle
4507,this,the old guard culture
4508,good company,you
4509,smart colleagues,politics
4510,the,data
4511,technology,you
4512,the latest tech,you
4513,good pay,fancy politics
4514,benefits,smaller team
4515,huge company,microsoft
4516,lot,work
4517,people,amazon
4518,some,full
4519,microsoft,plus
4520,one,this
4521,the greatest career decision,company
4522,you,you
4523,amazing community,the hard work
4524,fun culture,big reward
4525,benefits,corporate politics
4526,career progression,low salary
4527,culture,competitors
4528,work ethics,area
4529,great benefits,field communication
4530,salaries,headquarters
4531,the overall market,the strength
4532,success,there
4533,the effectiveness,lot
4534,the immediate leadership team,internal process
4535,team,meetings
4536,great reputation,ppts
4537,great benefits,you
4538,tasty subsidized food,front
4539,almost every cafe,customers
4540,employees,too much reorganizations
4541,children,time
4542,most managers,the impact
4543,super,the recent changes
4544,work,lots
4545,engineering,middle management
4546,good company,level wait
4547,the company,large company
4548,you,bureaucracy
4549,new people,no cons
4550,every day,al
4551,lot,such great place
4552,perks,opportunities
4553,good work,the time
4554,good work life balance,one
4555,diverse workplace,microsoft
4556,great benefits,both
4557,solid work life balance,pro
4558,place,con
4559,,compensation
4560,esp,par
4561,the cloud teams,the industry
4562,good work balance,part
4563,smart people,the liberal bubble
4564,microsoft,diversity quotas
4565,the world,the detriment
4566,it,the best candidate
4567,nice campus,the position
4568,,red tapes
4569,it,enterprise software
4570,good values,managers
4571,benefits,lot
4572,working environment,leverage
4573,we,microsoft
4574,lot,bad managers
4575,great challenges,
4576,great opportunities,two managers
4577,great,half
4578,great environment culture,the team
4579,advancement,attrition
4580,they,the next level
4581,the business community involvement,terrible
4582,work,leadership
4583,great products,organization
4584,learning,
4585,growth mindset company,years
4586,needed resources,friends
4587,successful countless positive aspects,management
4588,microsoft,no work
4589,you,team members
4590,weird financial loops,work
4591,the aspirations,it
4592,senior execs,you
4593,ideals,teams
4594,friendly people,you
4595,collaborative environment,this
4596,it,you
4597,ms,all sorts
4598,personnel management,permission
4599,example,it
4600,we,the corporate red tape
4601,the benefits,market changes
4602,one,total waste
4603,the best,time
4604,the industry,graduate hire
4605,the benefits,culture
4606,one,low ball
4607,the best,lots
4608,the industry,political games
4609,benefits,orgs
4610,time,people fight
4611,people,visibility
4612,ramp,code quality leadership
4613,impact,
4614,model,better stock
4615,great management work,refreshers
4616,life balance,interns
4617,great benefits,high performer
4618,great place,initial stock grant
4619,this,an ssa
4620,great place,fang
4621,people,no individual accountability
4622,they,bureaucracy
4623,great comfortable facilities,wish
4624,access,
4625,state,more hours
4626,the art tools,performance rewards
4627,good company,impact
4628,friendly people,we
4629,work culture,impact
4630,good tech giant,rewards
4631,incredible benefits,black box
4632,positive culture,you
4633,great career advancement opportunities,company
4634,strong leadership,more
4635,company,major reorg
4636,,there
4637,great flexibility,lack
4638,people,clarity
4639,atmosphere,advancement
4640,recommend,major reorg
4641,benefits,there
4642,employment perks,lack
4643,internal tools,clarity
4644,stock price,advancement
4645,people,times
4646,you,old school hierarchy
4647,the initiative,short term vision
4648,management,employees
4649,developing employees,compensations
4650,great mix,less
4651,technical,other companies
4652,awesome products,stock
4653,you,prize
4654,free drinks,boss
4655,employees,any time
4656,fun,retaliation
4657,room,you
4658,role,white
4659,community,asian
4660,gaming,indian
4661,sales,low rewards
4662,service,2019 onwards
4663,great pay,poor
4664,retail,stressful environment
4665,great teams,it
